Employee_ID,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,OverTime,StressLevel,ManagerRating,PromotionInLast2Years,HealthScore,RemoteWork,Attrition
EMP04503,31,R&D,Lab Technician,6608,10,3,4,3,Yes,3,1,Yes,4,Yes,No
EMP04504,34,Marketing,Marketing Specialist,7062,3,1,4,3,No,3,3,No,1,No,Yes
EMP04505,57,Engineering,QA Engineer,11732,14,2,4,3,Yes,4,4,No,1,Yes,No
EMP04506,51,Sales,Account Manager,10017,12,3,1,4,No,4,3,No,2,No,No
EMP04507,45,Engineering,DevOps Specialist,9421,9,4,1,1,No,2,1,No,5,No,Yes
EMP04508,51,Sales,Sales Executive,9613,7,1,4,4,Yes,4,1,No,4,No,Yes
EMP04509,55,Engineering,DevOps Specialist,9727,1,1,2,1,No,4,2,No,1,Yes,No
EMP04510,40,R&D,Research Scientist,7897,10,1,4,1,No,4,4,No,3,Yes,Yes
EMP04511,29,HR,HR Specialist,6055,1,4,1,2,No,2,3,No,1,No,No
EMP04512,26,Engineering,QA Engineer,5493,2,3,4,1,Yes,2,3,No,5,No,Yes
EMP04513,46,HR,HR Specialist,7834,3,2,2,1,No,3,3,No,2,Yes,Yes
EMP04514,35,Sales,Sales Representative,6124,6,1,3,3,No,1,1,No,3,Yes,No
EMP04515,27,Sales,Sales Executive,4303,6,3,3,1,Yes,1,1,Yes,1,No,No
EMP04516,41,Sales,Sales Representative,7569,10,3,3,1,No,4,2,No,3,Yes,Yes
EMP04517,34,Marketing,Marketing Specialist,5825,1,1,4,1,No,2,1,No,4,No,No
EMP04518,33,R&D,R&D Director,6007,11,3,3,4,Yes,2,4,No,1,No,Yes
EMP04519,47,Engineering,Software Engineer,9742,4,2,2,1,No,4,3,Yes,2,No,No
EMP04520,48,Sales,Sales Executive,8683,7,1,1,3,No,1,2,No,2,No,No
EMP04521,29,HR,HR Specialist,4510,8,2,3,4,Yes,4,1,Yes,3,No,No
EMP04522,58,HR,HR Manager,10708,10,2,4,4,No,4,1,No,3,Yes,No
EMP04523,22,Engineering,Software Engineer,4335,1,2,2,2,Yes,1,2,No,3,Yes,Yes
EMP04524,52,Engineering,QA Engineer,9701,15,1,2,2,Yes,3,4,No,1,No,Yes
EMP04525,25,Sales,Sales Executive,3667,4,4,3,4,Yes,2,1,Yes,1,No,No
EMP04526,55,HR,HR Manager,10883,8,2,3,4,Yes,2,1,No,1,Yes,Yes
EMP04527,29,Sales,Account Manager,6067,8,4,3,1,Yes,1,2,No,5,No,No
EMP04528,43,Engineering,DevOps Specialist,7328,6,2,2,2,Yes,2,4,No,4,No,No
EMP04529,39,Marketing,Marketing Specialist,7233,13,2,1,4,No,4,2,No,4,No,No
EMP04530,55,Marketing,Brand Manager,10261,7,3,1,2,No,2,2,No,3,Yes,Yes
EMP04531,56,Marketing,Brand Manager,11109,8,1,3,4,No,4,1,No,1,No,No
EMP04532,37,HR,HR Manager,7099,9,4,4,2,Yes,1,4,No,5,No,Yes
EMP04533,28,Engineering,QA Engineer,5103,5,4,2,2,No,2,1,No,5,No,No
EMP04534,51,HR,HR Specialist,10278,14,1,1,1,No,3,2,No,1,Yes,Yes
EMP04535,46,R&D,R&D Director,8460,12,1,4,1,No,2,1,No,3,No,No
EMP04536,34,HR,HR Manager,7190,10,4,3,3,No,3,3,No,1,No,Yes
EMP04537,47,Sales,Account Manager,8360,2,4,1,3,Yes,4,3,No,3,No,Yes
EMP04538,24,R&D,R&D Director,4210,3,3,3,2,No,3,3,No,2,Yes,No
EMP04539,44,Sales,Account Manager,7679,6,4,2,3,Yes,2,4,No,3,Yes,No
EMP04540,29,Engineering,QA Engineer,5167,8,3,3,4,Yes,2,4,No,4,Yes,No
EMP04541,26,R&D,Research Scientist,4284,5,3,1,2,No,3,3,Yes,5,Yes,No
EMP04542,37,R&D,Lab Technician,6364,7,2,2,3,No,3,2,No,3,No,No
EMP04543,32,R&D,R&D Director,5726,7,1,3,1,No,1,1,No,4,No,Yes
EMP04544,55,Sales,Sales Representative,9708,11,2,3,1,Yes,2,3,No,5,Yes,Yes
EMP04545,37,Engineering,QA Engineer,6105,1,1,1,4,No,1,4,No,2,No,No
EMP04546,58,R&D,Lab Technician,11457,1,4,3,3,Yes,2,2,No,3,No,No
EMP04547,56,HR,HR Specialist,10226,10,2,2,1,Yes,1,2,No,4,Yes,No
EMP04548,31,HR,HR Manager,5735,10,1,4,2,Yes,3,4,No,5,No,No
EMP04549,34,R&D,Lab Technician,6082,1,3,4,2,Yes,4,1,No,3,No,Yes
EMP04550,31,HR,HR Specialist,6656,2,2,4,3,Yes,2,4,No,5,No,No
EMP04551,23,HR,HR Specialist,3727,2,4,1,3,No,4,3,No,4,Yes,No
EMP04552,45,Sales,Account Manager,8263,11,2,4,1,Yes,3,4,No,1,Yes,No
EMP04553,39,R&D,Research Scientist,6461,8,1,4,1,Yes,2,2,No,1,Yes,No
EMP04554,45,R&D,Research Scientist,9384,14,3,2,3,Yes,1,1,No,3,Yes,Yes
EMP04555,33,R&D,Research Scientist,6762,6,4,3,1,No,2,1,Yes,3,No,No
EMP04556,46,Sales,Account Manager,9212,5,4,4,3,Yes,4,2,No,5,No,Yes
EMP04557,31,Sales,Sales Representative,5890,3,3,3,4,No,4,2,No,5,No,No
EMP04558,36,HR,HR Specialist,7200,12,2,3,1,No,1,3,No,3,Yes,No
EMP04559,30,HR,HR Manager,6031,9,4,1,3,No,1,4,Yes,1,No,No
EMP04560,56,R&D,Research Scientist,11511,12,2,4,1,No,1,3,No,2,No,No
EMP04561,44,Marketing,Marketing Specialist,8145,6,2,3,1,No,1,2,No,3,No,No
EMP04562,26,R&D,Research Scientist,3839,5,1,3,2,No,1,4,No,3,No,No
EMP04563,26,Sales,Sales Executive,4494,5,4,1,3,Yes,3,4,No,2,No,Yes
EMP04564,53,Engineering,DevOps Specialist,9481,11,2,1,3,No,3,4,No,1,No,No
EMP04565,58,HR,HR Manager,10386,6,1,2,3,Yes,3,2,No,5,No,Yes
EMP04566,35,HR,HR Manager,6049,14,3,3,4,No,3,2,No,1,No,No
EMP04567,54,Engineering,DevOps Specialist,9412,13,4,4,3,No,3,4,No,1,No,Yes
EMP04568,38,R&D,Lab Technician,7212,8,4,1,4,No,4,2,No,4,Yes,Yes
EMP04569,32,HR,HR Manager,6640,11,4,4,1,No,3,1,No,3,Yes,No
EMP04570,34,R&D,Lab Technician,6842,5,2,3,2,No,3,1,No,2,No,No
EMP04571,27,R&D,Research Scientist,4746,6,3,1,3,No,4,4,No,4,Yes,No
EMP04572,32,Marketing,Marketing Specialist,5481,9,3,3,3,Yes,2,4,No,1,No,No
EMP04573,49,Marketing,Marketing Specialist,8539,15,2,4,1,No,2,2,Yes,2,Yes,No
EMP04574,51,Sales,Account Manager,9605,3,3,2,4,No,2,3,No,1,Yes,No
EMP04575,54,Sales,Sales Representative,10423,8,2,2,2,No,1,3,No,5,Yes,No
EMP04576,36,Marketing,Brand Manager,7540,3,3,3,3,No,3,4,No,1,No,No
EMP04577,32,Sales,Account Manager,6784,11,4,1,3,No,4,2,No,5,No,No
EMP04578,30,Sales,Account Manager,5921,4,4,3,1,No,4,3,No,4,No,No
EMP04579,42,R&D,Research Scientist,7530,7,3,1,3,No,2,3,No,2,No,No
EMP04580,54,Sales,Sales Executive,10220,5,2,3,3,No,4,2,No,4,No,No
EMP04581,52,HR,HR Specialist,10003,4,2,2,2,No,4,1,No,1,Yes,No
EMP04582,55,HR,HR Specialist,11107,11,1,2,3,No,1,3,No,2,Yes,No
EMP04583,30,Marketing,Brand Manager,6556,9,2,3,1,No,2,4,No,4,No,No
EMP04584,44,Sales,Account Manager,7433,8,4,2,4,No,1,4,Yes,5,No,No
EMP04585,59,Marketing,Marketing Specialist,11324,11,3,4,3,No,3,3,No,5,No,No
EMP04586,55,HR,HR Specialist,9774,13,4,3,4,Yes,4,3,No,5,Yes,No
EMP04587,23,Marketing,Marketing Specialist,4200,2,4,2,3,No,2,4,No,2,No,Yes
EMP04588,31,HR,HR Specialist,5405,9,2,1,4,Yes,1,1,Yes,2,Yes,No
EMP04589,55,Sales,Sales Representative,9899,9,4,3,4,No,3,4,Yes,2,No,No
EMP04590,29,Sales,Sales Executive,4523,8,4,4,2,No,4,3,No,3,Yes,No
EMP04591,56,R&D,R&D Director,10862,2,4,1,3,No,4,1,No,1,No,No
EMP04592,49,HR,HR Specialist,8426,5,3,4,1,No,2,4,No,4,Yes,No
EMP04593,29,Engineering,DevOps Specialist,6113,8,3,1,3,No,4,1,No,5,Yes,No
EMP04594,42,Marketing,Marketing Specialist,7438,10,4,1,1,No,3,4,No,5,Yes,Yes
EMP04595,29,Marketing,Brand Manager,5878,8,4,1,3,No,3,4,No,3,Yes,No
EMP04596,27,Marketing,Brand Manager,5201,1,2,1,3,No,3,3,Yes,3,Yes,No
EMP04597,45,Marketing,Marketing Specialist,8253,6,4,3,4,Yes,3,1,No,5,Yes,Yes
EMP04598,57,Sales,Sales Executive,11506,6,1,1,3,Yes,2,4,No,2,Yes,No
EMP04599,25,R&D,Research Scientist,3907,4,2,2,3,No,3,1,No,2,Yes,No
EMP04600,26,Marketing,Marketing Specialist,4372,4,4,3,1,No,1,1,No,4,Yes,Yes
EMP04601,29,Marketing,Brand Manager,5442,8,3,1,2,No,1,1,No,3,Yes,No
EMP04602,58,Marketing,Brand Manager,10272,11,4,3,4,Yes,2,2,No,5,Yes,No
EMP04603,42,Sales,Sales Executive,7744,2,3,4,2,No,2,1,No,4,No,No
EMP04604,52,R&D,Lab Technician,9601,7,2,4,4,No,1,2,Yes,5,Yes,No
EMP04605,54,Engineering,Software Engineer,10649,5,4,1,3,Yes,1,2,No,2,Yes,No
EMP04606,42,Engineering,DevOps Specialist,8022,14,2,3,2,No,4,3,No,1,Yes,Yes
EMP04607,35,HR,HR Manager,7532,4,1,3,3,No,1,3,No,4,No,No
EMP04608,51,Sales,Sales Representative,9690,7,2,4,2,Yes,3,3,Yes,1,No,No
EMP04609,32,Sales,Sales Executive,6740,9,2,4,2,No,2,4,No,5,Yes,No
EMP04610,58,HR,HR Specialist,12088,2,4,4,1,No,2,4,No,5,No,No
EMP04611,38,Sales,Sales Representative,6870,6,3,3,2,No,3,2,No,4,Yes,No
EMP04612,53,Engineering,DevOps Specialist,10618,3,4,3,1,Yes,2,3,No,2,No,No
EMP04613,26,HR,HR Manager,4775,5,2,4,2,No,3,4,No,3,Yes,Yes
EMP04614,46,Engineering,DevOps Specialist,9353,2,1,2,3,No,3,1,No,4,Yes,No
EMP04615,45,Marketing,Brand Manager,8039,15,1,1,2,No,3,3,No,2,Yes,No
EMP04616,58,HR,HR Specialist,10330,3,3,3,1,Yes,2,4,No,5,Yes,Yes
EMP04617,29,HR,HR Specialist,4831,6,2,4,2,No,1,4,No,1,No,No
EMP04618,34,HR,HR Specialist,7104,10,3,2,4,No,3,2,No,3,No,No
EMP04619,35,Engineering,Software Engineer,6513,6,4,2,1,Yes,3,4,Yes,1,No,No
EMP04620,24,Marketing,Brand Manager,3948,3,4,4,3,No,1,3,No,3,No,No
EMP04621,32,Sales,Sales Representative,6857,11,3,1,3,No,4,4,No,2,Yes,No
EMP04622,52,HR,HR Manager,10601,15,4,1,1,No,3,2,No,1,Yes,Yes
EMP04623,31,HR,HR Manager,5348,9,4,1,4,No,4,4,No,2,Yes,No
EMP04624,52,Engineering,QA Engineer,10628,10,1,3,4,No,1,3,No,5,Yes,No
EMP04625,39,Engineering,Software Engineer,7274,14,4,2,2,Yes,3,2,No,5,No,No
EMP04626,41,Sales,Sales Executive,7895,12,2,4,1,No,4,3,Yes,3,Yes,No
EMP04627,28,Engineering,Tech Lead,5788,7,2,1,3,Yes,2,1,No,2,No,Yes
EMP04628,57,Engineering,DevOps Specialist,11166,8,3,4,1,No,1,2,No,1,No,No
EMP04629,44,R&D,Lab Technician,8897,1,2,4,4,No,2,3,No,4,Yes,No
EMP04630,30,Marketing,Brand Manager,4846,6,1,2,1,No,1,3,No,2,Yes,No
EMP04631,29,Sales,Sales Representative,5848,8,3,2,2,No,1,1,No,3,No,No
EMP04632,57,Marketing,Brand Manager,10816,5,3,2,3,No,4,1,No,4,No,No
EMP04633,36,R&D,Research Scientist,6944,10,1,3,4,No,1,4,No,2,No,No
EMP04634,43,Marketing,Brand Manager,9061,10,1,2,4,No,2,1,No,1,Yes,No
EMP04635,22,Engineering,Software Engineer,3649,1,1,2,3,No,3,2,Yes,1,Yes,Yes
EMP04636,39,R&D,Research Scientist,6802,6,4,4,4,No,3,1,No,3,No,No
EMP04637,38,Sales,Sales Executive,6599,11,2,4,4,No,4,2,No,5,No,No
EMP04638,30,Sales,Sales Representative,4856,8,4,4,4,No,4,3,No,1,No,Yes
EMP04639,49,Marketing,Brand Manager,8943,12,3,2,2,No,4,4,No,5,Yes,No
EMP04640,43,R&D,Lab Technician,8021,13,4,2,4,No,4,1,No,1,No,No
EMP04641,27,Sales,Account Manager,5560,4,2,4,1,No,3,4,Yes,5,No,Yes
EMP04642,59,Engineering,Software Engineer,11596,15,3,2,2,No,2,2,Yes,3,No,No
EMP04643,35,Marketing,Brand Manager,6126,4,1,4,3,No,2,4,Yes,4,No,No
EMP04644,39,R&D,Research Scientist,7286,8,1,4,4,No,1,2,No,3,No,No
EMP04645,28,HR,HR Manager,4552,7,3,2,1,No,4,1,No,5,Yes,No
EMP04646,51,Engineering,QA Engineer,9587,9,4,1,4,No,2,1,No,3,Yes,Yes
EMP04647,38,Sales,Account Manager,7568,11,1,2,1,No,2,3,No,1,No,No
EMP04648,22,Marketing,Marketing Specialist,4381,1,3,4,1,No,4,4,No,3,Yes,No
EMP04649,53,Marketing,Marketing Specialist,10970,15,3,3,1,Yes,4,3,No,3,No,No
EMP04650,33,R&D,R&D Director,6864,7,2,2,3,Yes,3,1,No,1,Yes,Yes
EMP04651,54,HR,HR Specialist,9472,11,2,2,4,No,1,2,Yes,4,Yes,No
EMP04652,48,HR,HR Specialist,9537,13,1,4,3,No,4,1,Yes,5,No,Yes
EMP04653,25,Marketing,Brand Manager,4139,2,4,2,4,No,3,4,No,5,No,No
EMP04654,32,HR,HR Specialist,5874,7,2,3,3,No,4,1,No,5,Yes,Yes
EMP04655,31,Marketing,Marketing Specialist,6255,8,1,3,4,Yes,4,1,No,4,No,Yes
EMP04656,49,Marketing,Marketing Specialist,9676,13,3,4,1,No,2,1,Yes,1,Yes,No
EMP04657,29,Sales,Account Manager,4598,6,4,4,3,Yes,3,2,No,2,Yes,No
EMP04658,37,R&D,R&D Director,7714,13,4,4,2,No,2,2,No,5,No,No
EMP04659,43,R&D,R&D Director,8755,4,2,3,2,Yes,2,2,No,4,No,No
EMP04660,51,R&D,R&D Director,10652,11,4,3,4,No,1,2,No,5,No,No
EMP04661,55,R&D,Research Scientist,11523,15,1,1,4,Yes,1,3,No,1,Yes,Yes
EMP04662,45,Sales,Sales Representative,7771,12,1,2,2,No,4,3,No,4,No,No
EMP04663,55,R&D,R&D Director,9806,13,2,1,1,No,1,2,Yes,4,Yes,No
EMP04664,50,HR,HR Manager,9423,3,3,4,4,No,2,4,No,4,No,No
EMP04665,40,Engineering,QA Engineer,6936,10,1,3,1,Yes,3,3,No,5,Yes,No
EMP04666,48,Marketing,Marketing Specialist,9872,13,4,4,1,No,3,1,Yes,1,No,No
EMP04667,32,HR,HR Manager,6437,11,3,1,4,No,2,1,No,3,Yes,No
EMP04668,24,HR,HR Manager,3799,3,2,2,3,No,1,1,Yes,2,No,Yes
EMP04669,22,R&D,Research Scientist,3808,1,3,1,3,No,1,4,No,4,Yes,Yes
EMP04670,51,R&D,Lab Technician,10684,6,1,3,1,No,4,3,No,3,No,No
EMP04671,37,Engineering,DevOps Specialist,7359,1,3,2,2,No,1,4,No,5,No,No
EMP04672,52,R&D,Research Scientist,10440,14,1,4,3,Yes,2,2,No,5,No,No
EMP04673,34,Engineering,Software Engineer,7085,5,4,4,4,No,1,2,No,4,Yes,No
EMP04674,48,Sales,Sales Executive,8859,9,1,1,2,No,2,3,No,3,Yes,No
EMP04675,44,HR,HR Specialist,8396,1,4,4,3,No,2,2,No,2,Yes,No
EMP04676,45,HR,HR Specialist,9108,8,2,3,3,Yes,3,3,No,4,No,No
EMP04677,32,HR,HR Specialist,6821,10,2,1,4,No,4,2,No,1,No,No
EMP04678,58,Engineering,Tech Lead,10368,5,1,4,4,No,1,4,No,4,No,No
EMP04679,42,R&D,Research Scientist,8061,11,2,1,4,No,4,2,No,2,No,No
EMP04680,25,Sales,Sales Representative,4904,4,1,2,3,No,3,4,No,4,No,Yes
EMP04681,46,R&D,Research Scientist,8510,4,3,2,3,No,1,4,No,1,Yes,No
EMP04682,47,HR,HR Manager,9390,2,2,1,3,Yes,3,2,Yes,3,Yes,No
EMP04683,55,Engineering,DevOps Specialist,10712,7,4,1,1,No,1,3,No,2,Yes,No
EMP04684,46,Sales,Account Manager,8675,11,4,4,2,Yes,2,4,No,1,No,Yes
EMP04685,28,Sales,Sales Executive,5341,1,2,3,2,No,1,4,No,4,Yes,No
EMP04686,25,Engineering,DevOps Specialist,3637,4,2,2,1,No,4,3,No,3,Yes,No
EMP04687,56,R&D,Lab Technician,9824,15,2,4,2,No,2,3,Yes,1,No,No
EMP04688,35,Marketing,Marketing Specialist,5607,13,4,3,2,No,1,1,No,5,No,No
EMP04689,45,Sales,Account Manager,8126,14,1,4,2,No,3,3,No,2,No,No
EMP04690,25,R&D,Lab Technician,4241,4,3,2,1,Yes,1,1,No,5,No,Yes
EMP04691,36,HR,HR Manager,6078,12,4,1,3,No,3,4,Yes,1,Yes,Yes
EMP04692,42,R&D,Research Scientist,7180,5,3,2,3,No,3,3,Yes,3,Yes,No
EMP04693,30,Marketing,Brand Manager,6036,9,1,1,3,Yes,1,4,No,1,No,Yes
EMP04694,37,Marketing,Brand Manager,7850,11,2,1,2,No,3,1,No,3,No,Yes
EMP04695,47,Marketing,Brand Manager,8795,12,1,2,4,No,4,2,Yes,2,Yes,No
EMP04696,45,Engineering,Software Engineer,7863,6,1,3,4,No,3,1,No,2,No,Yes
EMP04697,38,Sales,Sales Representative,6975,11,4,4,3,Yes,3,4,No,1,No,No
EMP04698,30,Sales,Sales Representative,6548,3,3,1,3,No,2,2,No,2,No,No
EMP04699,26,R&D,Lab Technician,4865,5,3,2,1,Yes,3,3,No,1,Yes,No
EMP04700,22,Marketing,Marketing Specialist,4713,1,2,4,4,Yes,1,2,No,2,No,No
EMP04701,52,Sales,Account Manager,9949,6,4,1,3,Yes,4,3,No,5,Yes,Yes
EMP04702,48,Marketing,Marketing Specialist,9763,15,3,1,4,No,3,2,No,5,Yes,No
EMP04703,27,HR,HR Specialist,5729,6,1,3,2,No,3,1,No,1,Yes,No
EMP04704,47,HR,HR Manager,9594,8,2,3,4,Yes,1,2,No,5,No,No
EMP04705,38,Engineering,DevOps Specialist,6417,7,1,3,4,Yes,3,3,Yes,3,No,Yes
EMP04706,38,Sales,Sales Representative,7502,8,1,2,3,Yes,3,1,No,2,Yes,No
EMP04707,40,Sales,Account Manager,7956,3,1,1,1,No,2,2,No,1,No,Yes
EMP04708,42,Sales,Sales Representative,7442,10,2,2,3,No,4,3,Yes,1,No,No
EMP04709,34,HR,HR Specialist,5558,8,1,1,4,No,1,4,No,5,Yes,No
EMP04710,41,Sales,Sales Representative,6820,9,1,1,1,No,1,2,No,3,Yes,No
EMP04711,48,HR,HR Manager,10160,6,3,4,1,No,2,1,No,3,No,No
EMP04712,30,HR,HR Specialist,6517,9,3,3,3,Yes,3,1,No,3,No,No
EMP04713,59,R&D,R&D Director,11199,9,2,3,1,No,2,1,No,3,Yes,No
EMP04714,30,Engineering,Tech Lead,5038,4,4,4,3,No,2,2,No,4,No,No
EMP04715,41,Sales,Sales Representative,6897,7,2,1,3,Yes,3,3,No,2,Yes,No
EMP04716,43,R&D,Lab Technician,8070,6,1,4,4,No,4,1,Yes,3,No,Yes
EMP04717,26,R&D,Research Scientist,4965,5,2,1,3,Yes,1,2,No,2,No,Yes
EMP04718,30,Sales,Account Manager,5463,8,1,1,2,Yes,2,4,No,1,Yes,Yes
EMP04719,42,Marketing,Marketing Specialist,7139,15,1,3,2,No,2,4,Yes,2,Yes,Yes
EMP04720,37,Marketing,Marketing Specialist,6869,15,3,2,4,No,3,2,No,4,Yes,No
EMP04721,24,Engineering,Tech Lead,4151,3,3,1,1,No,2,4,No,4,Yes,Yes
EMP04722,33,HR,HR Manager,7149,12,4,2,4,No,4,3,No,1,Yes,No
EMP04723,33,R&D,R&D Director,5307,12,2,2,3,No,1,2,No,2,No,No
EMP04724,46,R&D,Research Scientist,8094,5,4,3,4,No,2,2,No,2,Yes,No
EMP04725,26,HR,HR Specialist,4431,4,2,4,1,No,2,2,Yes,5,No,No
EMP04726,26,Sales,Sales Executive,5192,5,2,1,1,No,1,4,No,1,No,Yes
EMP04727,25,Sales,Sales Executive,4119,2,1,3,3,Yes,3,2,No,4,Yes,Yes
EMP04728,29,Engineering,Software Engineer,5581,1,3,2,3,No,4,4,No,3,Yes,Yes
EMP04729,56,Sales,Sales Executive,10278,6,2,2,3,No,1,2,No,4,Yes,No
EMP04730,34,HR,HR Manager,7058,13,3,4,3,No,1,1,No,1,Yes,No
EMP04731,36,HR,HR Manager,6536,1,3,2,3,Yes,1,4,No,4,Yes,No
EMP04732,53,Sales,Account Manager,10434,3,4,1,1,No,2,2,No,1,No,No
EMP04733,42,HR,HR Specialist,7937,9,3,2,1,Yes,3,3,No,5,No,Yes
EMP04734,37,Sales,Account Manager,6691,11,1,3,2,Yes,3,4,No,5,No,No
EMP04735,39,Marketing,Brand Manager,7910,14,2,4,3,No,4,3,Yes,1,Yes,No
EMP04736,43,HR,HR Specialist,7760,15,2,3,2,No,1,2,Yes,2,No,No
EMP04737,22,Engineering,QA Engineer,4107,1,4,4,4,Yes,3,3,No,2,Yes,No
EMP04738,58,Sales,Sales Representative,11061,1,3,4,4,No,3,2,No,5,No,No
EMP04739,31,Engineering,QA Engineer,5292,6,4,3,3,No,4,3,No,5,Yes,No
EMP04740,28,Marketing,Marketing Specialist,5996,4,4,4,2,No,4,4,Yes,2,No,No
EMP04741,36,Engineering,DevOps Specialist,7627,9,3,3,1,No,1,2,No,3,No,No
EMP04742,57,Sales,Sales Representative,10172,3,3,2,4,Yes,4,2,No,1,No,Yes
EMP04743,48,Engineering,Software Engineer,10036,11,4,4,3,Yes,1,3,No,1,No,No
EMP04744,38,Engineering,Software Engineer,8096,2,1,4,4,No,1,1,No,5,Yes,No
EMP04745,39,Engineering,QA Engineer,6942,2,4,2,4,Yes,1,3,No,5,No,Yes
EMP04746,30,R&D,Research Scientist,5149,1,4,2,3,No,4,4,No,3,Yes,No
EMP04747,35,Marketing,Marketing Specialist,6981,1,4,4,4,Yes,1,1,No,5,No,No
EMP04748,56,HR,HR Specialist,10968,2,4,1,1,No,3,1,No,2,No,Yes
EMP04749,24,R&D,Research Scientist,3492,3,3,1,4,No,4,1,No,3,Yes,Yes
EMP04750,40,Sales,Sales Executive,7668,6,3,2,3,Yes,4,4,No,3,No,No
EMP04751,59,Marketing,Marketing Specialist,12003,13,3,2,2,No,1,4,No,3,Yes,No
EMP04752,46,R&D,Lab Technician,7863,15,2,4,2,No,1,2,No,4,Yes,No
EMP04753,24,Sales,Sales Executive,4904,3,3,4,2,Yes,1,3,No,5,No,No
EMP04754,40,Sales,Sales Representative,8508,11,4,4,3,No,4,3,No,2,No,No
EMP04755,45,Sales,Account Manager,8306,4,1,2,4,No,4,3,No,2,No,Yes
EMP04756,49,Engineering,Tech Lead,10210,12,2,4,1,Yes,4,1,No,4,Yes,Yes
EMP04757,34,Marketing,Marketing Specialist,7099,11,4,2,3,No,2,3,No,4,No,No
EMP04758,42,Sales,Account Manager,8109,5,1,4,4,No,4,2,Yes,2,No,No
EMP04759,45,Marketing,Marketing Specialist,7812,7,3,2,2,No,2,1,No,3,No,No
EMP04760,24,Marketing,Marketing Specialist,4662,3,4,1,2,No,4,1,No,3,No,No
EMP04761,55,Sales,Sales Executive,10816,11,3,2,2,No,2,1,No,4,Yes,No
EMP04762,36,Sales,Sales Executive,6085,5,2,3,3,No,1,3,No,2,No,No
EMP04763,48,Engineering,DevOps Specialist,9241,10,1,2,3,No,2,1,No,3,No,No
EMP04764,29,Sales,Sales Executive,5085,8,3,2,3,No,2,4,No,1,Yes,No
EMP04765,35,Sales,Account Manager,6816,9,3,1,1,No,3,4,No,5,Yes,Yes
EMP04766,58,Engineering,Tech Lead,10685,6,2,3,2,No,4,3,Yes,1,Yes,No
EMP04767,53,HR,HR Manager,10198,2,4,1,4,No,2,4,No,3,No,No
EMP04768,23,R&D,Lab Technician,4653,2,1,3,2,No,2,1,No,3,No,No
EMP04769,49,Marketing,Brand Manager,9261,14,1,2,1,No,4,4,No,2,No,No
EMP04770,24,HR,HR Specialist,5370,3,2,1,1,Yes,1,2,No,4,Yes,Yes
EMP04771,30,HR,HR Manager,4825,3,1,2,2,No,4,3,No,5,Yes,No
EMP04772,31,Engineering,DevOps Specialist,5964,10,2,3,3,No,3,4,No,1,No,No
EMP04773,34,Engineering,Software Engineer,7032,13,1,1,2,No,2,4,No,5,Yes,No
EMP04774,45,Engineering,QA Engineer,9006,1,4,4,2,Yes,4,2,No,3,No,No
EMP04775,51,R&D,R&D Director,8821,11,3,3,3,No,4,1,No,5,Yes,Yes
EMP04776,48,Marketing,Marketing Specialist,9376,14,1,3,4,Yes,3,3,No,2,No,Yes
EMP04777,31,Marketing,Brand Manager,6526,3,3,4,1,No,4,2,Yes,4,Yes,No
EMP04778,46,HR,HR Manager,8115,9,2,1,4,No,3,2,No,3,Yes,No
EMP04779,55,Marketing,Brand Manager,10581,7,2,4,1,No,2,1,No,4,Yes,No
EMP04780,46,Marketing,Marketing Specialist,8204,7,4,3,4,Yes,4,3,No,4,No,Yes
EMP04781,45,R&D,Research Scientist,7884,13,1,4,2,No,3,4,No,5,No,No
EMP04782,27,Marketing,Marketing Specialist,5876,6,4,4,4,No,2,1,No,5,Yes,No
EMP04783,36,Marketing,Brand Manager,7061,15,2,2,1,No,2,3,No,2,Yes,No
EMP04784,47,Sales,Sales Representative,8557,12,3,2,1,Yes,1,4,No,1,No,No
EMP04785,47,Marketing,Marketing Specialist,8499,14,3,1,4,No,1,3,No,3,Yes,No
EMP04786,51,Engineering,Tech Lead,9085,9,3,4,4,No,3,4,No,5,No,No
EMP04787,54,R&D,R&D Director,10896,9,4,2,2,No,3,1,No,1,No,No
EMP04788,24,Marketing,Brand Manager,4686,3,2,1,2,Yes,3,1,No,1,No,No
EMP04789,39,Engineering,QA Engineer,7531,6,3,2,2,No,1,3,No,1,Yes,No
EMP04790,30,HR,HR Specialist,5800,7,4,3,2,Yes,2,4,No,4,No,Yes
EMP04791,58,R&D,R&D Director,11683,10,3,2,4,No,2,2,No,2,No,No
EMP04792,42,R&D,Research Scientist,8583,6,3,3,1,No,3,2,No,5,No,No
EMP04793,33,Engineering,Tech Lead,6856,3,3,1,3,No,3,2,No,2,Yes,Yes
EMP04794,45,Engineering,Tech Lead,9595,12,2,1,3,No,2,4,No,4,No,No
EMP04795,26,Engineering,QA Engineer,4276,2,2,1,1,Yes,1,1,No,1,No,Yes
EMP04796,32,R&D,Research Scientist,5544,1,4,3,3,Yes,3,1,Yes,1,No,Yes
EMP04797,56,Marketing,Marketing Specialist,9884,12,1,4,2,No,4,2,No,5,No,No
EMP04798,58,Marketing,Brand Manager,10552,14,2,4,4,No,2,1,No,4,No,No
EMP04799,53,Sales,Sales Executive,9629,5,2,3,1,Yes,1,4,Yes,4,No,No
